serial,date,year,year_n,month,team,team_,status,home_score,away_score,home_result,away_result,result_desc,tournament,city,country,result,size,decade,random,home_team,home_team_,away_team,away_team_
226,04/10/1974,1974,4,10,Yemen,Yemen,away_team,6,0,6,-6,loser,Friendly,Damascus,Syria,-6,6,3,0.106075139,Syria,Syria,Yemen,Yemen
227,06/10/1974,1974,4,10,Palestine,Palestine,home_team,7,1,6,-6,winner,Friendly,Damascus,Syria,6,6,3,0.587459247,Palestine,Palestine,Yemen,Yemen
227,06/10/1974,1974,4,10,Yemen,Yemen,away_team,7,1,6,-6,loser,Friendly,Damascus,Syria,-6,6,3,0.250455183,Palestine,Palestine,Yemen,Yemen
228,07/10/1974,1974,4,10,Morocco,Morocco,home_team,2,0,2,-2,winner,Friendly,Damascus,Syria,2,2,3,0.715561556,Morocco,Morocco,Sudan,Sudan
228,07/10/1974,1974,4,10,Sudan,Sudan,away_team,2,0,2,-2,loser,Friendly,Damascus,Syria,-2,2,3,0.014274498,Morocco,Morocco,Sudan,Sudan
229,09/10/1974,1974,4,10,Sudan,Sudan,home_team,1,3,-2,2,loser,Friendly,Damascus,Syria,-2,2,3,0.877244057,Sudan,Sudan,Tunisia,Tunisia
229,09/10/1974,1974,4,10,Tunisia,Tunisia,away_team,1,3,-2,2,winner,Friendly,Damascus,Syria,2,2,3,0.345773142,Sudan,Sudan,Tunisia,Tunisia
230,09/10/1974,1974,4,10,Syria,Syria,home_team,1,1,0,0,draw,Friendly,Damascus,Syria,0,0,3,0.330423265,Syria,Syria,Morocco,Morocco
230,09/10/1974,1974,4,10,Morocco,Morocco,away_team,1,1,0,0,draw,Friendly,Damascus,Syria,0,0,3,0.872460922,Syria,Syria,Morocco,Morocco
231,31/10/1974,1974,4,10,Algeria,Algeria,home_team,0,0,0,0,draw,Friendly,Algiers,Algeria,0,0,3,0.774011466,Algeria,Algeria,Morocco,Morocco
231,31/10/1974,1974,4,10,Morocco,Morocco,away_team,0,0,0,0,draw,Friendly,Algiers,Algeria,0,0,3,0.866579742,Algeria,Algeria,Morocco,Morocco
232,10/11/1974,1974,4,11,Tunisia,Tunisia,home_team,1,0,1,-1,winner,African Cup of Nations qualification,Tunis,Tunisia,1,1,3,0.959447279,Tunisia,Tunisia,Libya,Libya
232,10/11/1974,1974,4,11,Libya,Libya,away_team,1,0,1,-1,loser,African Cup of Nations qualification,Tunis,Tunisia,-1,1,3,0.098052154,Tunisia,Tunisia,Libya,Libya
233,22/11/1974,1974,4,11,Libya,Libya,home_team,1,0,1,-1,winner,African Cup of Nations qualification,Tripoli,Libya,1,1,3,0.13272788,Libya,Libya,Tunisia,Tunisia
233,22/11/1974,1974,4,11,Tunisia,Tunisia,away_team,1,0,1,-1,loser,African Cup of Nations qualification,Tripoli,Libya,-1,1,3,0.715792602,Libya,Libya,Tunisia,Tunisia
234,29/12/1974,1974,4,12,Kuwait,Kuwait,home_team,2,0,2,-2,winner,Friendly,Kuwait City,Kuwait,2,2,3,0.18984405,Kuwait,Kuwait,Tunisia,Tunisia
234,29/12/1974,1974,4,12,Tunisia,Tunisia,away_team,2,0,2,-2,loser,Friendly,Kuwait City,Kuwait,-2,2,3,0.255645595,Kuwait,Kuwait,Tunisia,Tunisia
235,01/01/1975,1975,5,1,Iraq,Iraq,home_team,0,0,0,0,draw,Friendly,Baghdad,Iraq,0,0,3,0.461407501,Iraq,Iraq,Tunisia,Tunisia
235,01/01/1975,1975,5,1,Tunisia,Tunisia,away_team,0,0,0,0,draw,Friendly,Baghdad,Iraq,0,0,3,0.838155051,Iraq,Iraq,Tunisia,Tunisia
236,09/01/1975,1975,5,1,Iraq,Iraq,home_team,3,1,2,-2,winner,Friendly,Baghdad,Iraq,2,2,3,0.14715179,Iraq,Iraq,Libya,Libya
236,09/01/1975,1975,5,1,Libya,Libya,away_team,3,1,2,-2,loser,Friendly,Baghdad,Iraq,-2,2,3,0.587262763,Iraq,Iraq,Libya,Libya
237,14/01/1975,1975,5,1,Kuwait,Kuwait,home_team,1,0,1,-1,winner,Friendly,Kuwait City,Kuwait,1,1,3,0.692037064,Kuwait,Kuwait,Libya,Libya
237,14/01/1975,1975,5,1,Libya,Libya,away_team,1,0,1,-1,loser,Friendly,Kuwait City,Kuwait,-1,1,3,0.739195543,Kuwait,Kuwait,Libya,Libya
238,02/03/1975,1975,5,3,Morocco,Morocco,home_team,0,0,0,0,draw,Friendly,Casablanca,Morocco,0,0,3,0.445500878,Morocco,Morocco,Tunisia,Tunisia
238,02/03/1975,1975,5,3,Tunisia,Tunisia,away_team,0,0,0,0,draw,Friendly,Casablanca,Morocco,0,0,3,0.507599387,Morocco,Morocco,Tunisia,Tunisia
239,02/04/1975,1975,5,4,Iraq,Iraq,home_team,1,0,1,-1,winner,AFC Asian Cup qualification,Baghdad,Iraq,1,1,3,0.395623556,Iraq,Iraq,Qatar,Qatar
239,02/04/1975,1975,5,4,Qatar,Qatar,away_team,1,0,1,-1,loser,AFC Asian Cup qualification,Baghdad,Iraq,-1,1,3,0.647790514,Iraq,Iraq,Qatar,Qatar
283,08/04/1976,1976,6,4,Saudi Arabia,Saudi_Arabia,away_team,2,1,1,-1,loser,Gulf Cup,Doha,Qatar,-1,1,3,0.1727639,Bahrain,Bahrain,Saudi Arabia,Saudi_Arabia
240,04/04/1975,1975,5,4,Qatar,Qatar,away_team,2,1,1,-1,loser,AFC Asian Cup qualification,Baghdad,Iraq,-1,1,3,0.426539618,Saudi Arabia,Saudi_Arabia,Qatar,Qatar
241,06/04/1975,1975,5,4,Algeria,Algeria,home_team,1,2,-1,1,loser,African Cup of Nations qualification,Oran,Algeria,-1,1,3,0.893021497,Algeria,Algeria,Tunisia,Tunisia
241,06/04/1975,1975,5,4,Tunisia,Tunisia,away_team,1,2,-1,1,winner,African Cup of Nations qualification,Oran,Algeria,1,1,3,0.878655534,Algeria,Algeria,Tunisia,Tunisia
242,06/04/1975,1975,5,4,Iraq,Iraq,home_team,1,1,0,0,draw,AFC Asian Cup qualification,Baghdad,Iraq,0,0,3,0.477654705,Iraq,Iraq,Saudi Arabia,Saudi_Arabia
287,11/04/1976,1976,6,4,Saudi Arabia,Saudi_Arabia,away_team,3,1,2,-2,loser,Gulf Cup,Doha,Qatar,-2,2,3,0.473824088,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia
243,10/04/1975,1975,5,4,Iraq,Iraq,home_team,3,0,3,-3,winner,AFC Asian Cup qualification,Baghdad,Iraq,3,3,3,0.433722273,Iraq,Iraq,Qatar,Qatar
243,10/04/1975,1975,5,4,Qatar,Qatar,away_team,3,0,3,-3,loser,AFC Asian Cup qualification,Baghdad,Iraq,-3,3,3,0.753809383,Iraq,Iraq,Qatar,Qatar
244,12/04/1975,1975,5,4,Iraq,Iraq,home_team,2,1,1,-1,winner,AFC Asian Cup qualification,Baghdad,Iraq,1,1,3,0.33208957,Iraq,Iraq,Saudi Arabia,Saudi_Arabia
292,05/09/1976,1976,6,9,Saudi Arabia,Saudi_Arabia,home_team,0,0,0,0,draw,Friendly,Riyadh,Saudi Arabia,0,0,3,0.323576501,Saudi Arabia,Saudi_Arabia,Iraq,Iraq
295,12/09/1976,1976,6,9,Saudi Arabia,Saudi_Arabia,home_team,0,2,-2,2,loser,Friendly,Riyadh,Saudi Arabia,-2,2,3,0.822873493,Saudi Arabia,Saudi_Arabia,Morocco,Morocco
245,14/04/1975,1975,5,4,Qatar,Qatar,away_team,0,1,-1,1,winner,AFC Asian Cup qualification,Baghdad,Iraq,1,1,3,0.674329368,Saudi Arabia,Saudi_Arabia,Qatar,Qatar
246,06/07/1975,1975,5,7,Tunisia,Tunisia,home_team,3,2,1,-1,winner,African Cup of Nations qualification,Tunis,Tunisia,1,1,3,0.397461657,Tunisia,Tunisia,Sudan,Sudan
246,06/07/1975,1975,5,7,Sudan,Sudan,away_team,3,2,1,-1,loser,African Cup of Nations qualification,Tunis,Tunisia,-1,1,3,0.832512049,Tunisia,Tunisia,Sudan,Sudan
247,19/12/1975,1975,5,12,Egypt,Egypt,home_team,5,0,5,-5,winner,Friendly,Tunis,Tunisia,5,5,3,0.941766518,Egypt,Egypt,Yemen,Yemen
247,19/12/1975,1975,5,12,Yemen,Yemen,away_team,5,0,5,-5,loser,Friendly,Tunis,Tunisia,-5,5,3,0.695804793,Egypt,Egypt,Yemen,Yemen
248,19/12/1975,1975,5,12,Palestine,Palestine,home_team,0,0,0,0,draw,Friendly,Tunis,Tunisia,0,0,3,0.885728095,Palestine,Palestine,Sudan,Sudan
248,19/12/1975,1975,5,12,Sudan,Sudan,away_team,0,0,0,0,draw,Friendly,Tunis,Tunisia,0,0,3,0.472933072,Palestine,Palestine,Sudan,Sudan
249,19/12/1975,1975,5,12,Tunisia,Tunisia,home_team,3,0,3,-3,winner,Friendly,Tunis,Tunisia,3,3,3,0.622517166,Tunisia,Tunisia,UAE,UAE
296,30/09/1976,1976,6,9,Saudi Arabia,Saudi_Arabia,home_team,0,1,-1,1,loser,Friendly,Dammam,Saudi Arabia,-1,1,3,0.864258103,Saudi Arabia,Saudi_Arabia,Tunisia,Tunisia
250,21/12/1975,1975,5,12,Iraq,Iraq,home_team,5,0,5,-5,winner,Friendly,Tunis,Tunisia,5,5,3,0.956981168,Iraq,Iraq,UAE,UAE
301,12/11/1976,1976,6,11,Saudi Arabia,Saudi_Arabia,home_team,2,0,2,-2,winner,FIFA World Cup qualification,Jeddah,Saudi Arabia,2,2,3,0.187582577,Saudi Arabia,Saudi_Arabia,Syria,Syria
251,21/12/1975,1975,5,12,Libya,Libya,home_team,2,3,-1,1,loser,Friendly,Tunis,Tunisia,-1,1,3,0.289265311,Libya,Libya,Syria,Syria
251,21/12/1975,1975,5,12,Syria,Syria,away_team,2,3,-1,1,winner,Friendly,Tunis,Tunisia,1,1,3,0.862790962,Libya,Libya,Syria,Syria
252,21/12/1975,1975,5,12,Palestine,Palestine,home_team,0,1,-1,1,loser,Friendly,Tunis,Tunisia,-1,1,3,0.537477972,Palestine,Palestine,Sudan,Sudan
252,21/12/1975,1975,5,12,Sudan,Sudan,away_team,0,1,-1,1,winner,Friendly,Tunis,Tunisia,1,1,3,0.230820268,Palestine,Palestine,Sudan,Sudan
302,26/11/1976,1976,6,11,Saudi Arabia,Saudi_Arabia,away_team,2,1,1,-1,loser,FIFA World Cup qualification,Damascus,Syria,-1,1,3,0.652912011,Syria,Syria,Saudi Arabia,Saudi_Arabia
253,21/12/1975,1975,5,12,Yemen,Yemen,away_team,0,1,-1,1,winner,Friendly,Tunis,Tunisia,1,1,3,0.40047892,Saudi Arabia,Saudi_Arabia,Yemen,Yemen
254,23/12/1975,1975,5,12,Egypt,Egypt,home_team,2,1,1,-1,winner,Friendly,Tunis,Tunisia,1,1,3,0.143465057,Egypt,Egypt,Saudi Arabia,Saudi_Arabia
333,24/03/1979,1979,9,3,Saudi Arabia,Saudi_Arabia,home_team,2,1,1,-1,winner,Gulf Cup,Baghdad,Iraq,1,1,3,0.455063548,Saudi Arabia,Saudi_Arabia,UAE,UAE
255,23/12/1975,1975,5,12,Libya,Libya,home_team,1,0,1,-1,winner,Friendly,Tunis,Tunisia,1,1,3,0.249332165,Libya,Libya,Syria,Syria
255,23/12/1975,1975,5,12,Syria,Syria,away_team,1,0,1,-1,loser,Friendly,Tunis,Tunisia,-1,1,3,0.723824259,Libya,Libya,Syria,Syria
256,23/12/1975,1975,5,12,Tunisia,Tunisia,home_team,1,1,0,0,draw,Friendly,Tunis,Tunisia,0,0,3,0.222780391,Tunisia,Tunisia,Iraq,Iraq
256,23/12/1975,1975,5,12,Iraq,Iraq,away_team,1,1,0,0,draw,Friendly,Tunis,Tunisia,0,0,3,0.329143134,Tunisia,Tunisia,Iraq,Iraq
257,26/12/1975,1975,5,12,Egypt,Egypt,home_team,3,1,2,-2,winner,Friendly,Tunis,Tunisia,2,2,3,0.156507791,Egypt,Egypt,Sudan,Sudan
257,26/12/1975,1975,5,12,Sudan,Sudan,away_team,3,1,2,-2,loser,Friendly,Tunis,Tunisia,-2,2,3,0.020952218,Egypt,Egypt,Sudan,Sudan
258,26/12/1975,1975,5,12,Iraq,Iraq,home_team,4,0,4,-4,winner,Friendly,Tunis,Tunisia,4,4,3,0.949139517,Iraq,Iraq,Syria,Syria
258,26/12/1975,1975,5,12,Syria,Syria,away_team,4,0,4,-4,loser,Friendly,Tunis,Tunisia,-4,4,3,0.746068059,Iraq,Iraq,Syria,Syria
259,28/12/1975,1975,5,12,Egypt,Egypt,home_team,1,0,1,-1,winner,Friendly,Tunis,Tunisia,1,1,3,0.71818764,Egypt,Egypt,Iraq,Iraq
259,28/12/1975,1975,5,12,Iraq,Iraq,away_team,1,0,1,-1,loser,Friendly,Tunis,Tunisia,-1,1,3,0.871738874,Egypt,Egypt,Iraq,Iraq
260,28/12/1975,1975,5,12,Sudan,Sudan,home_team,1,0,1,-1,winner,Friendly,Tunis,Tunisia,1,1,3,0.199502914,Sudan,Sudan,Syria,Syria
260,28/12/1975,1975,5,12,Syria,Syria,away_team,1,0,1,-1,loser,Friendly,Tunis,Tunisia,-1,1,3,0.101516448,Sudan,Sudan,Syria,Syria
261,01/01/1976,1976,6,1,Libya,Libya,home_team,1,0,1,-1,winner,Friendly,Tripoli,Libya,1,1,3,0.957021585,Libya,Libya,Sudan,Sudan
261,01/01/1976,1976,6,1,Sudan,Sudan,away_team,1,0,1,-1,loser,Friendly,Tripoli,Libya,-1,1,3,0.641537746,Libya,Libya,Sudan,Sudan
336,28/03/1979,1979,9,3,Saudi Arabia,Saudi_Arabia,home_team,4,0,4,-4,winner,Gulf Cup,Baghdad,Iraq,4,4,3,0.965974192,Saudi Arabia,Saudi_Arabia,Oman,Oman
262,09/01/1976,1976,6,1,Algeria,Algeria,away_team,1,3,-2,2,winner,Friendly,Riyadh,Saudi Arabia,2,2,3,0.886439559,Saudi Arabia,Saudi_Arabia,Algeria,Algeria
342,02/04/1979,1979,9,4,Saudi Arabia,Saudi_Arabia,home_team,1,1,0,0,draw,Gulf Cup,Baghdad,Iraq,0,0,3,0.21004321,Saudi Arabia,Saudi_Arabia,Bahrain,Bahrain
263,20/02/1976,1976,6,2,Morocco,Morocco,away_team,0,2,-2,2,winner,Friendly,Riyadh,Saudi Arabia,2,2,3,0.330001658,Saudi Arabia,Saudi_Arabia,Morocco,Morocco
264,01/03/1976,1976,6,3,Morocco,Morocco,home_team,2,2,0,0,draw,African Cup of Nations,Dire Dawa,Ethiopia,0,0,3,0.563340175,Morocco,Morocco,Sudan,Sudan
264,01/03/1976,1976,6,3,Sudan,Sudan,away_team,2,2,0,0,draw,African Cup of Nations,Dire Dawa,Ethiopia,0,0,3,0.466917422,Morocco,Morocco,Sudan,Sudan
265,09/03/1976,1976,6,3,Egypt,Egypt,home_team,1,2,-1,1,loser,African Cup of Nations,Addis Abeba,Ethiopia,-1,1,3,0.330701127,Egypt,Egypt,Morocco,Morocco
265,09/03/1976,1976,6,3,Morocco,Morocco,away_team,1,2,-1,1,winner,African Cup of Nations,Addis Abeba,Ethiopia,1,1,3,0.412878396,Egypt,Egypt,Morocco,Morocco
266,26/03/1976,1976,6,3,Qatar,Qatar,home_team,1,0,1,-1,winner,Gulf Cup,Doha,Qatar,1,1,3,0.678950872,Qatar,Qatar,Saudi Arabia,Saudi_Arabia
344,04/04/1979,1979,9,4,Saudi Arabia,Saudi_Arabia,home_team,7,0,7,-7,winner,Gulf Cup,Baghdad,Iraq,7,7,3,0.311703988,Saudi Arabia,Saudi_Arabia,Qatar,Qatar
267,27/03/1976,1976,6,3,Bahrain,Bahrain,home_team,3,2,1,-1,winner,Gulf Cup,Doha,Qatar,1,1,3,0.31720684,Bahrain,Bahrain,UAE,UAE
347,06/04/1979,1979,9,4,Saudi Arabia,Saudi_Arabia,away_team,0,0,0,0,draw,Gulf Cup,Baghdad,Iraq,0,0,3,0.11443272,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia
268,27/03/1976,1976,6,3,Iraq,Iraq,home_team,4,0,4,-4,winner,Gulf Cup,Doha,Qatar,4,4,3,0.784237281,Iraq,Iraq,Oman,Oman
268,27/03/1976,1976,6,3,Oman,Oman,away_team,4,0,4,-4,loser,Gulf Cup,Doha,Qatar,-4,4,3,0.942539221,Iraq,Iraq,Oman,Oman
269,28/03/1976,1976,6,3,Qatar,Qatar,home_team,0,4,-4,4,loser,Gulf Cup,Doha,Qatar,-4,4,3,0.77674978,Qatar,Qatar,Kuwait,Kuwait
269,28/03/1976,1976,6,3,Kuwait,Kuwait,away_team,0,4,-4,4,winner,Gulf Cup,Doha,Qatar,4,4,3,0.702651266,Qatar,Qatar,Kuwait,Kuwait
270,29/03/1976,1976,6,3,Bahrain,Bahrain,home_team,1,4,-3,3,loser,Gulf Cup,Doha,Qatar,-3,3,3,0.855044111,Bahrain,Bahrain,Iraq,Iraq
270,29/03/1976,1976,6,3,Iraq,Iraq,away_team,1,4,-3,3,winner,Gulf Cup,Doha,Qatar,3,3,3,0.117953353,Bahrain,Bahrain,Iraq,Iraq
349,08/04/1979,1979,9,4,Saudi Arabia,Saudi_Arabia,away_team,2,0,2,-2,loser,Gulf Cup,Baghdad,Iraq,-2,2,3,0.712351896,Iraq,Iraq,Saudi Arabia,Saudi_Arabia
361,04/10/1980,1980,0,10,Saudi Arabia,Saudi_Arabia,away_team,2,0,2,-2,loser,Friendly,Izmir,Turkey,-2,2,4,0.649668971,Libya,Libya,Saudi Arabia,Saudi_Arabia
272,31/03/1976,1976,6,3,Kuwait,Kuwait,home_team,8,0,8,-8,winner,Gulf Cup,Doha,Qatar,8,8,3,0.716887504,Kuwait,Kuwait,Oman,Oman
272,31/03/1976,1976,6,3,Oman,Oman,away_team,8,0,8,-8,loser,Gulf Cup,Doha,Qatar,-8,8,3,0.685635318,Kuwait,Kuwait,Oman,Oman
273,01/04/1976,1976,6,4,Algeria,Algeria,home_team,1,0,1,-1,winner,FIFA World Cup qualification,Algiers,Algeria,1,1,3,0.378064199,Algeria,Algeria,Libya,Libya
273,01/04/1976,1976,6,4,Libya,Libya,away_team,1,0,1,-1,loser,FIFA World Cup qualification,Algiers,Algeria,-1,1,3,0.856099355,Algeria,Algeria,Libya,Libya
274,01/04/1976,1976,6,4,Iraq,Iraq,home_team,7,1,6,-6,winner,Gulf Cup,Doha,Qatar,6,6,3,0.312331774,Iraq,Iraq,Saudi Arabia,Saudi_Arabia
374,08/03/1981,1981,1,3,Saudi Arabia,Saudi_Arabia,home_team,1,2,-1,1,loser,Friendly,Riyadh,Saudi Arabia,-1,1,4,0.900640065,Saudi Arabia,Saudi_Arabia,Tunisia,Tunisia
275,01/04/1976,1976,6,4,Qatar,Qatar,home_team,3,1,2,-2,winner,Gulf Cup,Doha,Qatar,2,2,3,0.544332537,Qatar,Qatar,UAE,UAE
375,11/03/1981,1981,1,3,Saudi Arabia,Saudi_Arabia,home_team,2,1,1,-1,winner,Friendly,Riyadh,Saudi Arabia,1,1,4,0.598286467,Saudi Arabia,Saudi_Arabia,Jordan,Jordan
276,02/04/1976,1976,6,4,Bahrain,Bahrain,home_team,1,0,1,-1,winner,Gulf Cup,Doha,Qatar,1,1,3,0.60678225,Bahrain,Bahrain,Oman,Oman
276,02/04/1976,1976,6,4,Oman,Oman,away_team,1,0,1,-1,loser,Gulf Cup,Doha,Qatar,-1,1,3,0.78954957,Bahrain,Bahrain,Oman,Oman
277,03/04/1976,1976,6,4,Kuwait,Kuwait,home_team,0,0,0,0,draw,Gulf Cup,Doha,Qatar,0,0,3,0.488825161,Kuwait,Kuwait,UAE,UAE
378,21/03/1981,1981,1,3,Saudi Arabia,Saudi_Arabia,home_team,1,0,1,-1,winner,FIFA World Cup qualification,Riyadh,Saudi Arabia,1,1,4,0.603329868,Saudi Arabia,Saudi_Arabia,Iraq,Iraq
278,03/04/1976,1976,6,4,Qatar,Qatar,home_team,0,0,0,0,draw,Gulf Cup,Doha,Qatar,0,0,3,0.135989348,Qatar,Qatar,Iraq,Iraq
278,03/04/1976,1976,6,4,Iraq,Iraq,away_team,0,0,0,0,draw,Gulf Cup,Doha,Qatar,0,0,3,0.596094515,Qatar,Qatar,Iraq,Iraq
279,04/04/1976,1976,6,4,Oman,Oman,home_team,1,3,-2,2,loser,Gulf Cup,Doha,Qatar,-2,2,3,0.100915681,Oman,Oman,Saudi Arabia,Saudi_Arabia
380,24/03/1981,1981,1,3,Saudi Arabia,Saudi_Arabia,home_team,2,0,2,-2,winner,FIFA World Cup qualification,Riyadh,Saudi Arabia,2,2,4,0.111538811,Saudi Arabia,Saudi_Arabia,Syria,Syria
280,06/04/1976,1976,6,4,Bahrain,Bahrain,home_team,2,5,-3,3,loser,Gulf Cup,Doha,Qatar,-3,3,3,0.221787695,Bahrain,Bahrain,Kuwait,Kuwait
280,06/04/1976,1976,6,4,Kuwait,Kuwait,away_team,2,5,-3,3,winner,Gulf Cup,Doha,Qatar,3,3,3,0.212317753,Bahrain,Bahrain,Kuwait,Kuwait
281,06/04/1976,1976,6,4,Iraq,Iraq,home_team,4,0,4,-4,winner,Gulf Cup,Doha,Qatar,4,4,3,0.458703574,Iraq,Iraq,UAE,UAE
383,28/03/1981,1981,1,3,Saudi Arabia,Saudi_Arabia,home_team,1,0,1,-1,winner,FIFA World Cup qualification,Riyadh,Saudi Arabia,1,1,4,0.788692858,Saudi Arabia,Saudi_Arabia,Bahrain,Bahrain
282,07/04/1976,1976,6,4,Qatar,Qatar,home_team,4,1,3,-3,winner,Gulf Cup,Doha,Qatar,3,3,3,0.722716587,Qatar,Qatar,Oman,Oman
282,07/04/1976,1976,6,4,Oman,Oman,away_team,4,1,3,-3,loser,Gulf Cup,Doha,Qatar,-3,3,3,0.882307149,Qatar,Qatar,Oman,Oman
283,08/04/1976,1976,6,4,Bahrain,Bahrain,home_team,2,1,1,-1,winner,Gulf Cup,Doha,Qatar,1,1,3,0.307327454,Bahrain,Bahrain,Saudi Arabia,Saudi_Arabia
385,31/03/1981,1981,1,3,Saudi Arabia,Saudi_Arabia,home_team,1,0,1,-1,winner,FIFA World Cup qualification,Riyadh,Saudi Arabia,1,1,4,0.587238054,Saudi Arabia,Saudi_Arabia,Qatar,Qatar
284,08/04/1976,1976,6,4,Iraq,Iraq,home_team,2,2,0,0,draw,Gulf Cup,Doha,Qatar,0,0,3,0.56859157,Iraq,Iraq,Kuwait,Kuwait
284,08/04/1976,1976,6,4,Kuwait,Kuwait,away_team,2,2,0,0,draw,Gulf Cup,Doha,Qatar,0,0,3,0.322505831,Iraq,Iraq,Kuwait,Kuwait
285,10/04/1976,1976,6,4,Oman,Oman,home_team,1,1,0,0,draw,Gulf Cup,Doha,Qatar,0,0,3,0.138086015,Oman,Oman,UAE,UAE
389,04/11/1981,1981,1,11,Saudi Arabia,Saudi_Arabia,home_team,0,1,-1,1,loser,FIFA World Cup qualification,Riyadh,Saudi Arabia,-1,1,4,0.98419543,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait
286,10/04/1976,1976,6,4,Qatar,Qatar,home_team,3,0,3,-3,winner,Gulf Cup,Doha,Qatar,3,3,3,0.527646601,Qatar,Qatar,Bahrain,Bahrain
286,10/04/1976,1976,6,4,Bahrain,Bahrain,away_team,3,0,3,-3,loser,Gulf Cup,Doha,Qatar,-3,3,3,0.308941521,Qatar,Qatar,Bahrain,Bahrain
287,11/04/1976,1976,6,4,Kuwait,Kuwait,home_team,3,1,2,-2,winner,Gulf Cup,Doha,Qatar,2,2,3,0.719249809,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia
390,07/12/1981,1981,1,12,Saudi Arabia,Saudi_Arabia,away_team,2,0,2,-2,loser,FIFA World Cup qualification,Kuwait City,Kuwait,-2,2,4,0.57402938,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia
288,15/04/1976,1976,6,4,Iraq,Iraq,home_team,2,4,-2,2,loser,Gulf Cup,Doha,Qatar,-2,2,3,0.723951864,Iraq,Iraq,Kuwait,Kuwait
288,15/04/1976,1976,6,4,Kuwait,Kuwait,away_team,2,4,-2,2,winner,Gulf Cup,Doha,Qatar,2,2,3,0.479761735,Iraq,Iraq,Kuwait,Kuwait
289,16/04/1976,1976,6,4,Libya,Libya,home_team,0,0,0,0,draw,FIFA World Cup qualification,Tripoli,Libya,0,0,3,0.01114058,Libya,Libya,Algeria,Algeria
289,16/04/1976,1976,6,4,Algeria,Algeria,away_team,0,0,0,0,draw,FIFA World Cup qualification,Tripoli,Libya,0,0,3,0.897228727,Libya,Libya,Algeria,Algeria
290,06/06/1976,1976,6,6,Iraq,Iraq,home_team,1,0,1,-1,winner,AFC Asian Cup,Teheran,Iran,1,1,3,0.668115761,Iraq,Iraq,Yemen,Yemen
290,06/06/1976,1976,6,6,Yemen,Yemen,away_team,1,0,1,-1,loser,AFC Asian Cup,Teheran,Iran,-1,1,3,0.000615917,Iraq,Iraq,Yemen,Yemen
291,10/06/1976,1976,6,6,Iraq,Iraq,home_team,2,3,-1,1,loser,AFC Asian Cup,Teheran,Iran,-1,1,3,0.002726787,Iraq,Iraq,Kuwait,Kuwait
291,10/06/1976,1976,6,6,Kuwait,Kuwait,away_team,2,3,-1,1,winner,AFC Asian Cup,Teheran,Iran,1,1,3,0.948155597,Iraq,Iraq,Kuwait,Kuwait
397,21/03/1982,1982,2,3,Saudi Arabia,Saudi_Arabia,away_team,1,0,1,-1,loser,Gulf Cup,Abu Dhabi,United Arab Emirates,-1,1,4,0.410520828,UAE,UAE,Saudi Arabia,Saudi_Arabia
292,05/09/1976,1976,6,9,Iraq,Iraq,away_team,0,0,0,0,draw,Friendly,Riyadh,Saudi Arabia,0,0,3,0.343050684,Saudi Arabia,Saudi_Arabia,Iraq,Iraq
293,08/09/1976,1976,6,9,Libya,Libya,home_team,0,1,-1,1,loser,Friendly,Benghazi,Libya,-1,1,3,0.816821211,Libya,Libya,Algeria,Algeria
293,08/09/1976,1976,6,9,Algeria,Algeria,away_team,0,1,-1,1,winner,Friendly,Benghazi,Libya,1,1,3,0.951358551,Libya,Libya,Algeria,Algeria
294,10/09/1976,1976,6,9,Libya,Libya,home_team,1,0,1,-1,winner,Friendly,Tripoli,Libya,1,1,3,0.815041645,Libya,Libya,Algeria,Algeria
294,10/09/1976,1976,6,9,Algeria,Algeria,away_team,1,0,1,-1,loser,Friendly,Tripoli,Libya,-1,1,3,0.275680846,Libya,Libya,Algeria,Algeria
401,26/03/1982,1982,2,3,Saudi Arabia,Saudi_Arabia,home_team,0,1,-1,1,loser,Gulf Cup,Abu Dhabi,United Arab Emirates,-1,1,4,0.153913872,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait
295,12/09/1976,1976,6,9,Morocco,Morocco,away_team,0,2,-2,2,winner,Friendly,Riyadh,Saudi Arabia,2,2,3,0.532369664,Saudi Arabia,Saudi_Arabia,Morocco,Morocco
404,29/03/1982,1982,2,3,Saudi Arabia,Saudi_Arabia,home_team,1,0,1,-1,winner,Gulf Cup,Abu Dhabi,United Arab Emirates,1,1,4,0.364518177,Saudi Arabia,Saudi_Arabia,Qatar,Qatar
296,30/09/1976,1976,6,9,Tunisia,Tunisia,away_team,0,1,-1,1,winner,Friendly,Dammam,Saudi Arabia,1,1,3,0.421265702,Saudi Arabia,Saudi_Arabia,Tunisia,Tunisia
297,20/10/1976,1976,6,10,Iraq,Iraq,home_team,1,0,1,-1,winner,Friendly,Baghdad,Iraq,1,1,3,0.695022521,Iraq,Iraq,Libya,Libya
297,20/10/1976,1976,6,10,Libya,Libya,away_team,1,0,1,-1,loser,Friendly,Baghdad,Iraq,-1,1,3,0.273815883,Iraq,Iraq,Libya,Libya
