date,day,home_team,home_team_,away_team,away_team_,home_score,away_score,tournament,city,country,year,year_n,month,home_result,away_result,result,total_goals,home_result_desc,away_result_desc,serial,decade,home_group,away_group,home_random,away_random
31/03/2004,31,Jordan,Jordan,Qatar,Qatar,1,0,FIFA World Cup qualification,Amman,Jordan,2004,4,3,1,-1,1,1,winner,loser,1164,6,1,1,0.55407743,0.204229239
31/03/2004,31,Palestine,Palestine,Iraq,Iraq,1,1,FIFA World Cup qualification,al-Wakrah,Qatar,2004,4,3,0,0,0,2,draw,draw,1165,6,0,0,0.25654779,0.074844024
19/04/2004,19,Sudan,Sudan,Syria,Syria,1,2,Friendly,Khartoum,Sudan,2004,4,4,-1,1,1,3,loser,winner,1166,6,1,0,0.90314727,0.448411064
21/04/2004,21,Sudan,Sudan,Syria,Syria,0,0,Friendly,Khartoum,Sudan,2004,4,4,0,0,0,0,draw,draw,1167,6,1,0,0.59975955,0.266306086
30/04/2004,30,Libya,Libya,Jordan,Jordan,1,0,Friendly,Lagos,Nigeria,2004,4,4,1,-1,1,1,winner,loser,1168,6,0,1,0.12624308,0.321666711
26/05/2004,26,Lebanon,Lebanon,Bahrain,Bahrain,2,2,Friendly,Beirut,Lebanon,2004,4,5,0,0,0,4,draw,draw,1169,6,1,0,0.04770735,0.259431604
30/05/2004,30,Algeria,Algeria,Jordan,Jordan,1,1,Friendly,Annaba,Algeria,2004,4,5,0,0,0,2,draw,draw,1170,6,1,1,0.66782385,0.697631224
24/10/1984,24,UAE,UAE,Oman,Oman,8,0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,1984,4,10,8,-8,8,8,winner,loser,446,4,0,1,0.08190643,0.598392455
01/06/2004,1,Kuwait,Kuwait,Syria,Syria,0,1,Friendly,Kuwait City,Kuwait,2004,4,6,-1,1,1,1,loser,winner,1172,6,0,0,0.75233333,0.477314662
03/06/2004,3,Kuwait,Kuwait,Syria,Syria,1,2,Friendly,Kuwait City,Kuwait,2004,4,6,-1,1,1,3,loser,winner,1173,6,0,0,0.02419633,0.535003708
06/06/2004,6,Sudan,Sudan,Egypt,Egypt,0,3,FIFA World Cup qualification,Khartoum,Sudan,2004,4,6,-3,3,3,3,loser,winner,1174,6,1,1,0.24226843,0.748639109
25/11/1984,25,UAE,UAE,Syria,Syria,2,1,Friendly,Abu Dhabi,United Arab Emirates,1984,4,11,1,-1,1,3,winner,loser,448,4,0,0,0.74591986,0.684879069
17/06/2004,17,Palestine,Palestine,Jordan,Jordan,1,1,WAFF Championship,Teheran,Iran,2004,4,6,0,0,0,2,draw,draw,1176,6,0,1,0.4029016,0.625405266
19/06/2004,19,Iraq,Iraq,Palestine,Palestine,2,1,WAFF Championship,Teheran,Iran,2004,4,6,1,-1,1,3,winner,loser,1177,6,0,0,0.82886265,0.343872831
19/06/2004,19,Syria,Syria,Lebanon,Lebanon,3,1,WAFF Championship,Teheran,Iran,2004,4,6,2,-2,2,4,winner,loser,1178,6,0,1,0.97231356,0.946681143
21/06/2004,21,Jordan,Jordan,Iraq,Iraq,2,0,WAFF Championship,Teheran,Iran,2004,4,6,2,-2,2,2,winner,loser,1179,6,1,0,0.78790666,0.206643298
23/06/2004,23,Jordan,Jordan,Syria,Syria,1,1,WAFF Championship,Teheran,Iran,2004,4,6,0,0,0,2,draw,draw,1180,6,1,0,0.60518838,0.762419723
25/06/2004,25,Iraq,Iraq,Jordan,Jordan,1,3,WAFF Championship,Teheran,Iran,2004,4,6,-2,2,2,4,loser,winner,1181,6,0,1,0.2170007,0.719500295
03/07/2004,3,Sudan,Sudan,Libya,Libya,0,1,FIFA World Cup qualification,Khartoum,Sudan,2004,4,7,-1,1,1,1,loser,winner,1182,6,1,0,0.70237195,0.739898534
10/03/1984,10,Kuwait,Kuwait,UAE,UAE,0,2,Gulf Cup,Muscat,Oman,1984,4,3,-2,2,2,2,loser,winner,422,4,0,0,0.5266692,0.277371426
21/07/2004,21,Bahrain,Bahrain,Qatar,Qatar,1,1,AFC Asian Cup,Beijing,China PR,2004,4,7,0,0,0,2,draw,draw,1184,6,0,1,0.13597592,0.801258726
23/07/2004,23,Jordan,Jordan,Kuwait,Kuwait,2,0,AFC Asian Cup,Jinan,China PR,2004,4,7,2,-2,2,2,winner,loser,1185,6,1,0,0.75951167,0.550468369
13/03/1984,13,Qatar,Qatar,UAE,UAE,0,1,Gulf Cup,Muscat,Oman,1984,4,3,-1,1,1,1,loser,winner,426,4,1,0,0.64639742,0.274757054
15/03/1984,15,Iraq,Iraq,UAE,UAE,0,0,Gulf Cup,Muscat,Oman,1984,4,3,0,0,0,0,draw,draw,427,4,0,0,0.74976361,0.743122385
26/08/2004,26,Bahrain,Bahrain,Kuwait,Kuwait,0,0,Friendly,Muharraq,Bahrain,2004,4,8,0,0,0,0,draw,draw,1188,6,0,0,0.20890179,0.964738827
26/08/2004,26,Yemen,Yemen,Syria,Syria,1,2,Friendly,Sana'a,Yemen,2004,4,8,-1,1,1,3,loser,winner,1189,6,1,0,0.87122795,0.646963301
28/08/2004,28,Yemen,Yemen,Syria,Syria,2,1,Friendly,Sana'a,Yemen,2004,4,8,1,-1,1,3,winner,loser,1190,6,1,0,0.51650702,0.758748118
31/08/2004,31,Jordan,Jordan,Lebanon,Lebanon,2,2,Friendly,Amman,Jordan,2004,4,8,0,0,0,4,draw,draw,1191,6,1,1,0.17315314,0.894446306
20/09/1985,20,UAE,UAE,Iraq,Iraq,2,3,FIFA World Cup qualification,Dubai,United Arab Emirates,1985,5,9,-1,1,1,5,loser,winner,502,4,0,0,0.47508905,0.264194528
02/09/2004,2,Bahrain,Bahrain,Palestine,Palestine,1,0,Friendly,Muharraq,Bahrain,2004,4,9,1,-1,1,1,winner,loser,1193,6,0,0,0.27331661,0.121372027
04/09/2004,4,Morocco,Morocco,Tunisia,Tunisia,1,1,FIFA World Cup qualification,Rabat,Morocco,2004,4,9,0,0,0,2,draw,draw,1194,6,0,1,0.21442006,0.644645753
18/03/1984,18,Bahrain,Bahrain,UAE,UAE,1,1,Gulf Cup,Muscat,Oman,1984,4,3,0,0,0,2,draw,draw,432,4,0,0,0.31537336,0.805371861
29/09/2004,29,Kuwait,Kuwait,Syria,Syria,1,1,Friendly,Tripoli,Lebanon,2004,4,9,0,0,0,2,draw,draw,1196,6,0,0,0.83759935,0.694156744
03/10/2004,3,Lebanon,Lebanon,Kuwait,Kuwait,1,3,Friendly,Tripoli,Lebanon,2004,4,10,-2,2,2,4,loser,winner,1197,6,1,0,0.26826661,0.516006117
06/10/2004,6,Lebanon,Lebanon,Kuwait,Kuwait,1,1,Friendly,Beirut,Lebanon,2004,4,10,0,0,0,2,draw,draw,1198,6,1,0,0.82594028,0.52855046
24/03/1986,24,UAE,UAE,Iraq,Iraq,2,2,Gulf Cup,Riffa,Bahrain,1986,6,3,0,0,0,4,draw,draw,519,4,0,0,0.97913002,0.294568289
07/10/2004,7,Oman,Oman,Iraq,Iraq,1,0,Friendly,Muscat,Oman,2004,4,10,1,-1,1,1,winner,loser,1200,6,1,0,0.27475754,0.663455791
08/10/2004,8,Libya,Libya,Egypt,Egypt,2,1,FIFA World Cup qualification,Tripoli,Libya,2004,4,10,1,-1,1,3,winner,loser,1201,6,0,1,0.799942,0.171943465
08/10/2004,8,Qatar,Qatar,Syria,Syria,1,2,Friendly,Doha,Qatar,2004,4,10,-1,1,1,3,loser,winner,1202,6,1,0,0.60461432,0.534174396
13/10/2004,13,Syria,Syria,Bahrain,Bahrain,2,2,FIFA World Cup qualification,Damascus,Syria,2004,4,10,0,0,0,4,draw,draw,1203,6,0,0,0.01678367,0.160878056
22/10/2004,22,Libya,Libya,Jordan,Jordan,1,0,Friendly,Tripoli,Libya,2004,4,10,1,-1,1,1,winner,loser,1204,6,0,1,0.58281898,0.146754266
28/03/1986,28,UAE,UAE,Kuwait,Kuwait,0,1,Gulf Cup,Manama,Bahrain,1986,6,3,-1,1,1,1,loser,winner,524,4,0,0,0.46922619,0.908448824
16/11/2004,16,Iraq,Iraq,Palestine,Palestine,4,1,FIFA World Cup qualification,Doha,Qatar,2004,4,11,3,-3,3,5,winner,loser,1206,6,0,0,0.44421804,0.44528402
17/11/2004,17,Qatar,Qatar,Jordan,Jordan,2,0,FIFA World Cup qualification,Doha,Qatar,2004,4,11,2,-2,2,2,winner,loser,1207,6,1,1,0.91704338,0.880819466
19/03/1987,19,UAE,UAE,Syria,Syria,1,1,Friendly,Abu Dhabi,United Arab Emirates,1987,7,3,0,0,0,2,draw,draw,543,4,0,0,0.68617377,0.568087415
01/12/2004,1,Qatar,Qatar,Lebanon,Lebanon,4,1,Friendly,Doha,Qatar,2004,4,12,3,-3,3,5,winner,loser,1209,6,1,1,0.20751159,0.431211336
03/12/2004,3,Iraq,Iraq,Yemen,Yemen,3,1,Friendly,Dubai,United Arab Emirates,2004,4,12,2,-2,2,4,winner,loser,1210,6,0,1,0.89881135,0.106667176
23/03/1987,23,UAE,UAE,Syria,Syria,2,1,Friendly,Abu Dhabi,United Arab Emirates,1987,7,3,1,-1,1,3,winner,loser,544,4,0,0,0.48275977,0.269986411
05/12/2004,5,Qatar,Qatar,Yemen,Yemen,3,0,Friendly,Doha,Qatar,2004,4,12,3,-3,3,3,winner,loser,1212,6,1,1,0.3640289,0.105074474
10/12/2004,10,Iraq,Iraq,Oman,Oman,1,3,Gulf Cup,Doha,Qatar,2004,4,12,-2,2,2,4,loser,winner,1213,6,0,1,0.11649482,0.816018658
21/03/1984,21,Oman,Oman,UAE,UAE,1,1,Gulf Cup,Muscat,Oman,1984,4,3,0,0,0,2,draw,draw,436,4,1,0,0.22584752,0.076904116
11/12/2004,11,Bahrain,Bahrain,Yemen,Yemen,1,1,Gulf Cup,Rayyan,Qatar,2004,4,12,0,0,0,2,draw,draw,1215,6,0,1,0.39814014,0.566208232
07/02/1988,7,UAE,UAE,Yemen,Yemen,2,1,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,1988,8,2,1,-1,1,3,winner,loser,554,4,0,1,0.08659214,0.404399547
02/04/1985,2,Syria,Syria,UAE,UAE,2,1,Friendly,Manama,Bahrain,1985,5,4,1,-1,1,3,winner,loser,471,4,0,0,0.75904613,0.270401197
13/12/2004,13,Qatar,Qatar,Iraq,Iraq,3,3,Gulf Cup,Doha,Qatar,2004,4,12,0,0,0,6,draw,draw,1218,6,1,0,0.10666051,0.557481482
14/12/2004,14,Kuwait,Kuwait,Bahrain,Bahrain,1,1,Gulf Cup,Rayyan,Qatar,2004,4,12,0,0,0,2,draw,draw,1219,6,0,0,0.41905154,0.146033097
23/02/1988,23,UAE,UAE,Egypt,Egypt,1,2,Friendly,Dubai,United Arab Emirates,1988,8,2,-1,1,1,3,loser,winner,555,4,0,1,0.38314384,0.207984265
05/04/1985,5,Bahrain,Bahrain,UAE,UAE,3,2,Friendly,Manama,Bahrain,1985,5,4,1,-1,1,5,winner,loser,472,4,0,0,0.57218863,0.56224539
16/12/2004,16,Qatar,Qatar,Oman,Oman,2,1,Gulf Cup,Doha,Qatar,2004,4,12,1,-1,1,3,winner,loser,1222,6,1,1,0.00122169,0.716651669
07/04/1985,7,Syria,Syria,UAE,UAE,0,4,Friendly,Manama,Bahrain,1985,5,4,-4,4,4,4,loser,winner,475,4,0,0,0.65806295,0.358540216
17/12/2004,17,Kuwait,Kuwait,Yemen,Yemen,3,0,Gulf Cup,Doha,Qatar,2004,4,12,3,-3,3,3,winner,loser,1224,6,0,1,0.1805249,0.57857537
18/12/2004,18,Sudan,Sudan,Somalia,Somalia,4,0,CECAFA Cup,Addis Abeba,Ethiopia,2004,4,12,4,-4,4,4,winner,loser,1225,6,1,1,0.3627501,0.776049707
20/12/2004,20,Oman,Oman,Bahrain,Bahrain,3,2,Gulf Cup,Rayyan,Qatar,2004,4,12,1,-1,1,5,winner,loser,1226,6,1,0,0.21714242,0.791202511
20/12/2004,20,Qatar,Qatar,Kuwait,Kuwait,2,0,Gulf Cup,Doha,Qatar,2004,4,12,2,-2,2,2,winner,loser,1227,6,1,0,0.36462073,0.844002616
23/12/2004,23,Bahrain,Bahrain,Kuwait,Kuwait,3,1,Gulf Cup,Doha,Qatar,2004,4,12,2,-2,2,4,winner,loser,1228,6,0,0,0.4821414,0.839010146
24/12/2004,24,Qatar,Qatar,Oman,Oman,1,1,Gulf Cup,Doha,Qatar,2004,4,12,0,0,0,2,draw,draw,1229,6,1,1,0.30767428,0.869156135
26/01/2005,26,Kuwait,Kuwait,Syria,Syria,3,2,Friendly,Kuwait City,Kuwait,2005,5,1,1,-1,1,5,winner,loser,1230,6,0,0,0.37264829,0.588005261
02/02/2005,2,Bahrain,Bahrain,Lebanon,Lebanon,2,1,Friendly,Doha,Qatar,2005,5,2,1,-1,1,3,winner,loser,1231,6,0,1,0.2967194,0.351004029
26/02/1988,26,UAE,UAE,Egypt,Egypt,1,1,Friendly,Abu Dhabi,United Arab Emirates,1988,8,2,0,0,0,2,draw,draw,558,4,0,1,0.80676434,0.556003986
27/03/2005,27,Egypt,Egypt,Libya,Libya,4,1,FIFA World Cup qualification,Cairo,Egypt,2005,5,3,3,-3,3,5,winner,loser,1233,6,1,0,0.51061279,0.997062547
02/04/1986,2,Saudi Arabia,Saudi_Arabia,UAE,UAE,0,2,Gulf Cup,Riffa,Bahrain,1986,6,4,-2,2,2,2,loser,winner,530,4,0,0,0.26403601,0.927158498
27/05/2005,27,Kuwait,Kuwait,Egypt,Egypt,0,1,Friendly,Kuwait City,Kuwait,2005,5,5,-1,1,1,1,loser,winner,1235,6,0,1,0.32278823,0.102222664
03/03/1988,3,UAE,UAE,Bahrain,Bahrain,2,0,Gulf Cup,Riyadh,Saudi Arabia,1988,8,3,2,-2,2,2,winner,loser,561,4,0,0,0.66725377,0.27918573
10/03/1988,10,UAE,UAE,Iraq,Iraq,0,0,Gulf Cup,Riyadh,Saudi Arabia,1988,8,3,0,0,0,0,draw,draw,570,4,0,0,0.80185921,0.057818457
05/06/2005,5,Egypt,Egypt,Sudan,Sudan,6,1,FIFA World Cup qualification,Cairo,Egypt,2005,5,6,5,-5,5,7,winner,loser,1238,6,1,1,0.91581997,0.9960219
08/06/2005,8,Jordan,Jordan,Iraq,Iraq,0,1,Friendly,Amman,Jordan,2005,5,6,-1,1,1,1,loser,winner,1239,6,1,0,0.39487331,0.975648702
13/03/1988,13,Saudi Arabia,Saudi_Arabia,UAE,UAE,2,2,Gulf Cup,Riyadh,Saudi Arabia,1988,8,3,0,0,0,4,draw,draw,573,4,0,0,0.82403638,0.461521079
27/09/1985,27,Iraq,Iraq,UAE,UAE,1,2,FIFA World Cup qualification,Ta'if,Saudi Arabia,1985,5,9,-1,1,1,3,loser,winner,503,4,0,0,0.31379908,0.028329741
07/08/2005,7,Bahrain,Bahrain,Iraq,Iraq,2,2,Friendly,Manama,Bahrain,2005,5,8,0,0,0,4,draw,draw,1242,6,0,0,0.12239679,0.679056978
02/09/2005,2,Libya,Libya,Sudan,Sudan,0,0,FIFA World Cup qualification,Tripoli,Libya,2005,5,9,0,0,0,0,draw,draw,1243,6,0,1,0.77390895,0.315144853
08/10/2005,8,Tunisia,Tunisia,Morocco,Morocco,2,2,FIFA World Cup qualification,Radès,Tunisia,2005,5,10,0,0,0,4,draw,draw,1244,6,1,0,0.69376897,0.480315
11/10/2005,11,Qatar,Qatar,Iraq,Iraq,0,0,Friendly,Doha,Qatar,2005,5,10,0,0,0,0,draw,draw,1245,6,1,0,0.35248626,0.363313014
17/03/1988,17,UAE,UAE,Oman,Oman,1,0,Gulf Cup,Riyadh,Saudi Arabia,1988,8,3,1,-1,1,1,winner,loser,578,4,0,1,0.36755674,0.222874651
25/10/2005,25,Oman,Oman,Syria,Syria,0,0,Friendly,Muscat,Oman,2005,5,10,0,0,0,0,draw,draw,1247,6,1,0,0.83239556,0.911514672
16/11/2005,16,Egypt,Egypt,Tunisia,Tunisia,1,2,Friendly,Cairo,Egypt,2005,5,11,-1,1,1,3,loser,winner,1248,6,1,1,0.71748127,0.015740894
30/03/1986,30,Oman,Oman,UAE,UAE,0,1,Gulf Cup,Riffa,Bahrain,1986,6,3,-1,1,1,1,loser,winner,527,4,1,0,0.57855804,0.83916645
26/11/2005,26,Kuwait,Kuwait,Iraq,Iraq,0,0,Friendly,Kuwait City,Kuwait,2005,5,11,0,0,0,0,draw,draw,1250,6,0,0,0.9504989,0.631518634
27/11/2005,27,Djibouti,Djibouti,Somalia,Somalia,1,2,CECAFA Cup,Kigali,Rwanda,2005,5,11,-1,1,1,3,loser,winner,1251,6,0,1,0.64568393,0.857939397
29/11/2005,29,Somalia,Somalia,Sudan,Sudan,1,4,CECAFA Cup,Kigali,Rwanda,2005,5,11,-3,3,3,5,loser,winner,1252,6,1,1,0.03012638,0.961361265
01/12/2005,1,Iraq,Iraq,Palestine,Palestine,4,0,Friendly,Rayyan,Qatar,2005,5,12,4,-4,4,4,winner,loser,1253,6,0,0,0.69056782,0.934994716
17/11/1988,17,UAE,UAE,Jordan,Jordan,2,1,Friendly,Sharjah,United Arab Emirates,1988,8,11,1,-1,1,3,winner,loser,610,4,0,1,0.48054195,0.62749569
03/12/2005,3,Oman,Oman,Syria,Syria,1,3,Friendly,Doha,Qatar,2005,5,12,-2,2,2,4,loser,winner,1255,6,1,0,0.34897294,0.462640912
20/11/1988,20,UAE,UAE,Jordan,Jordan,3,2,Friendly,Dubai,United Arab Emirates,1988,8,11,1,-1,1,5,winner,loser,611,4,0,1,0.95625366,0.144371414
04/12/2005,4,Bahrain,Bahrain,Syria,Syria,2,2,Friendly,Doha,Qatar,2005,5,12,0,0,0,4,draw,draw,1257,6,0,0,0.86303133,0.251448539
05/12/2005,5,Djibouti,Djibouti,Sudan,Sudan,0,4,CECAFA Cup,Kigali,Rwanda,2005,5,12,-4,4,4,4,loser,winner,1258,6,0,1,0.91292731,0.689346755
05/04/1986,5,Bahrain,Bahrain,UAE,UAE,1,3,Gulf Cup,Riffa,Bahrain,1986,6,4,-2,2,2,4,loser,winner,532,4,0,0,0.74992486,0.783968165
06/12/2005,6,Bahrain,Bahrain,Oman,Oman,2,2,Friendly,Doha,Qatar,2005,5,12,0,0,0,4,draw,draw,1260,6,0,1,0.09502589,0.754416225
07/04/1986,7,Qatar,Qatar,UAE,UAE,3,2,Gulf Cup,Riffa,Bahrain,1986,6,4,1,-1,1,5,winner,loser,536,4,1,0,0.6388293,0.308010851
10/12/2005,10,Syria,Syria,Iraq,Iraq,2,2,Friendly,Doha,Qatar,2005,5,12,0,0,0,4,draw,draw,1262,6,0,0,0.49359322,0.466228654
02/01/2006,2,Qatar,Qatar,Libya,Libya,2,0,Friendly,Doha,Qatar,2006,6,1,2,-2,2,2,winner,loser,1263,6,1,0,0.69691846,0.419649799
12/01/2006,12,Tunisia,Tunisia,Libya,Libya,1,0,Friendly,Tunis,Tunisia,2006,6,1,1,-1,1,1,winner,loser,1264,6,1,0,0.71968151,0.858151856
20/01/2006,20,Egypt,Egypt,Libya,Libya,3,0,African Cup of Nations,Cairo,Egypt,2006,6,1,3,-3,3,3,winner,loser,1265,6,1,0,0.1040227,0.02121208
24/01/2006,24,Egypt,Egypt,Morocco,Morocco,0,0,African Cup of Nations,Cairo,Egypt,2006,6,1,0,0,0,0,draw,draw,1266,6,1,0,0.17170294,0.389416908
24/11/1988,24,UAE,UAE,Algeria,Algeria,1,1,Friendly,Dubai,United Arab Emirates,1988,8,11,0,0,0,2,draw,draw,612,4,0,1,0.45715171,0.390828016
28/01/2006,28,Libya,Libya,Morocco,Morocco,0,0,African Cup of Nations,Cairo,Egypt,2006,6,1,0,0,0,0,draw,draw,1268,6,0,0,0.51030538,0.898869281
30/01/2006,30,Bahrain,Bahrain,Syria,Syria,1,1,Friendly,Manama,Bahrain,2006,6,1,0,0,0,2,draw,draw,1269,6,0,0,0.52078199,0.395760017
07/02/2006,7,Kuwait,Kuwait,Jordan,Jordan,2,1,Friendly,Kuwait City,Kuwait,2006,6,2,1,-1,1,3,winner,loser,1270,6,0,1,0.13695443,0.218454485
07/02/2006,7,Syria,Syria,Palestine,Palestine,3,0,Friendly,Aleppo,Syria,2006,6,2,3,-3,3,3,winner,loser,1271,6,0,0,0.51524619,0.751308197
13/02/2006,13,Oman,Oman,Iraq,Iraq,1,0,Friendly,Muscat,Oman,2006,6,2,1,-1,1,1,winner,loser,1272,6,1,0,0.37905341,0.282500093
03/02/1989,3,UAE,UAE,Kuwait,Kuwait,1,0,FIFA World Cup qualification,Sharjah,United Arab Emirates,1989,9,2,1,-1,1,1,winner,loser,634,4,0,0,0.41982505,0.802579993
16/02/2006,16,Bahrain,Bahrain,Palestine,Palestine,0,2,Friendly,Muharraq,Bahrain,2006,6,2,-2,2,2,2,loser,winner,1274,6,0,0,0.19105623,0.114038024
22/02/2006,22,Lebanon,Lebanon,Kuwait,Kuwait,1,1,AFC Asian Cup qualification,Beirut,Lebanon,2006,6,2,0,0,0,2,draw,draw,1275,6,1,0,0.82316429,0.99092054
24/10/1989,24,UAE,UAE,Qatar,Qatar,1,1,FIFA World Cup qualification,Singapore,Singapore,1989,9,10,0,0,0,2,draw,draw,655,4,0,1,0.2641633,0.030682022
21/10/1989,21,Saudi Arabia,Saudi_Arabia,UAE,UAE,0,0,FIFA World Cup qualification,Singapore,Singapore,1989,9,10,0,0,0,0,draw,draw,654,4,0,0,0.47767287,0.214872774
01/03/2006,1,Kuwait,Kuwait,Bahrain,Bahrain,0,0,AFC Asian Cup qualification,Kuwait City,Kuwait,2006,6,3,0,0,0,0,draw,draw,1278,6,0,0,0.71470354,0.837793698
01/03/2006,1,Oman,Oman,Jordan,Jordan,3,0,AFC Asian Cup qualification,Muscat,Oman,2006,6,3,3,-3,3,3,winner,loser,1279,6,1,1,0.82723328,0.068467362
25/01/1990,25,UAE,UAE,Egypt,Egypt,1,2,Friendly,Abu Dhabi,United Arab Emirates,1990,0,1,-1,1,1,3,loser,winner,662,5,0,1,0.16969401,0.516157039
27/01/1990,27,UAE,UAE,Egypt,Egypt,1,0,Friendly,Abu Dhabi,United Arab Emirates,1990,0,1,1,-1,1,1,winner,loser,663,5,0,1,0.12257405,0.921270145
04/06/2006,4,Algeria,Algeria,Sudan,Sudan,1,0,Friendly,Algiers,Algeria,2006,6,6,1,-1,1,1,winner,loser,1282,6,1,1,0.41214352,0.024406634
15/01/1988,15,Jordan,Jordan,UAE,UAE,0,1,Friendly,Manama,Bahrain,1988,8,1,-1,1,1,1,loser,winner,552,4,1,0,0.45853461,0.934607305
15/07/2006,15,Syria,Syria,Iraq,Iraq,1,3,Friendly,Damascus,Syria,2006,6,7,-2,2,2,4,loser,winner,1284,6,0,0,0.4431091,0.094431539
21/07/2006,21,Jordan,Jordan,Iraq,Iraq,2,1,Friendly,Amman,Jordan,2006,6,7,1,-1,1,3,winner,loser,1285,6,1,0,0.1226144,0.476640057
25/07/2006,25,Syria,Syria,Iraq,Iraq,1,2,Friendly,Damascus,Syria,2006,6,7,-1,1,1,3,loser,winner,1286,6,0,0,0.33212242,0.586354027
30/07/2006,30,Jordan,Jordan,Syria,Syria,3,0,Friendly,Amman,Jordan,2006,6,7,3,-3,3,3,winner,loser,1287,6,1,0,0.63416278,0.588825172
05/08/2006,5,Syria,Syria,Libya,Libya,2,1,Friendly,Damascus,Syria,2006,6,8,1,-1,1,3,winner,loser,1288,6,0,0,0.74762235,0.934150018
09/08/2006,9,Jordan,Jordan,Iraq,Iraq,0,1,Friendly,Amman,Jordan,2006,6,8,-1,1,1,1,loser,winner,1289,6,1,0,0.40075996,0.021383316
14/05/1992,14,UAE,UAE,Qatar,Qatar,1,0,Friendly,Abu Dhabi,United Arab Emirates,1992,2,5,1,-1,1,1,winner,loser,686,5,0,1,0.11891788,0.927819345
18/01/1988,18,Jordan,Jordan,UAE,UAE,2,0,Friendly,Manama,Bahrain,1988,8,1,2,-2,2,2,winner,loser,553,4,1,0,0.13567396,0.281306009
17/08/2006,17,Palestine,Palestine,Iraq,Iraq,0,3,AFC Asian Cup qualification,Amman,Jordan,2006,6,8,-3,3,3,3,loser,winner,1292,6,0,0,0.65168657,0.461008844
26/08/2006,26,Yemen,Yemen,Libya,Libya,0,1,Friendly,Sana'a,Yemen,2006,6,8,-1,1,1,1,loser,winner,1293,6,1,0,0.58105389,0.184381734
17/05/1992,17,UAE,UAE,Syria,Syria,2,0,Friendly,Al Ain,United Arab Emirates,1992,2,5,2,-2,2,2,winner,loser,688,5,0,0,0.461417,0.697170251
29/08/2006,29,Yemen,Yemen,Libya,Libya,1,1,Friendly,Sana'a,Yemen,2006,6,8,0,0,0,2,draw,draw,1295,6,1,0,0.23819901,0.171789876
01/09/2006,1,Oman,Oman,Syria,Syria,3,0,Friendly,Muscat,Oman,2006,6,9,3,-3,3,3,winner,loser,1296,6,1,0,0.99020067,0.430410168
02/09/2006,2,Bahrain,Bahrain,Jordan,Jordan,0,2,Friendly,Manama,Bahrain,2006,6,9,-2,2,2,2,loser,winner,1297,6,0,1,0.93449182,0.304915884
06/09/2006,6,Iraq,Iraq,Palestine,Palestine,2,2,AFC Asian Cup qualification,Al Ain,United Arab Emirates,2006,6,9,0,0,0,4,draw,draw,1298,6,0,0,0.62845222,0.40773011
20/05/1992,20,UAE,UAE,Syria,Syria,0,0,Friendly,Sharjah,United Arab Emirates,1992,2,5,0,0,0,0,draw,draw,690,5,0,0,0.62982932,0.096514944
01/10/2006,1,Libya,Libya,Sudan,Sudan,1,0,Friendly,Tripoli,Libya,2006,6,10,1,-1,1,1,winner,loser,1300,6,0,1,0.97017176,0.465606677
07/10/2006,7,Tunisia,Tunisia,Sudan,Sudan,1,0,African Cup of Nations qualification,Radès,Tunisia,2006,6,10,1,-1,1,1,winner,loser,1301,6,1,1,0.43315758,0.38252883
06/11/1992,6,Saudi Arabia,Saudi_Arabia,UAE,UAE,2,0,AFC Asian Cup,Hiroshima,Japan,1992,2,11,2,-2,2,2,winner,loser,698,5,0,0,0.77615376,0.258556324
28/11/1992,28,UAE,UAE,Kuwait,Kuwait,0,2,Gulf Cup,Doha,Qatar,1992,2,11,-2,2,2,2,loser,winner,704,5,0,0,0.37874434,0.460117862
08/11/2006,8,Oman,Oman,Bahrain,Bahrain,1,1,Friendly,Muscat,Oman,2006,6,11,0,0,0,2,draw,draw,1304,6,1,0,0.97224824,0.28622181
26/10/1993,26,UAE,UAE,Jordan,Jordan,2,1,Friendly,Al Ain,United Arab Emirates,1993,3,10,1,-1,1,3,winner,loser,739,5,0,1,0.39872204,0.440580193
15/11/2006,15,Bahrain,Bahrain,Kuwait,Kuwait,2,1,AFC Asian Cup qualification,Riffa,Bahrain,2006,6,11,1,-1,1,3,winner,loser,1306,6,0,0,0.18060509,0.349229164
15/11/2006,15,Jordan,Jordan,Oman,Oman,3,0,AFC Asian Cup qualification,Amman,Jordan,2006,6,11,3,-3,3,3,winner,loser,1307,6,1,1,0.33453071,0.581352605
15/11/2006,15,Tunisia,Tunisia,Libya,Libya,2,0,Friendly,Tunis,Tunisia,2006,6,11,2,-2,2,2,winner,loser,1308,6,1,0,0.74414072,0.772051414
30/11/2006,30,Somalia,Somalia,Sudan,Sudan,0,3,CECAFA Cup,Addis Abeba,Ethiopia,2006,6,11,-3,3,3,3,loser,winner,1309,6,1,1,0.05307202,0.842527298
14/12/2006,14,Yemen,Yemen,Comoros,Comoros,2,0,UAFA Cup qualification,Sana'a,Yemen,2006,6,12,2,-2,2,2,winner,loser,1310,6,1,1,0.02171167,0.971686088
17/12/2006,17,Djibouti,Djibouti,Comoros,Comoros,2,4,UAFA Cup qualification,Sana'a,Yemen,2006,6,12,-2,2,2,6,loser,winner,1311,6,0,1,0.59871,0.917744734
