date,day,home_team,home_team_,away_team,away_team_,home_score,away_score,tournament,city,country,year,year_n,month,home_result,away_result,result,total_goals,home_result_desc,away_result_desc,serial,decade,home_group,away_group,home_random,away_random
27/03/1986,27,Qatar,Qatar,Iraq,Iraq,1,1,Gulf Cup,Riffa,Bahrain,1986,6,3,0,0,0,2,draw,draw,522,4,1,0,0.01562247,0.939484648
09/12/1988,9,Saudi Arabia,Saudi_Arabia,Bahrain,Bahrain,1,1,AFC Asian Cup,Doha,Qatar,1988,8,12,0,0,0,2,draw,draw,620,4,0,0,0.72689055,0.263054452
15/03/1989,15,Saudi Arabia,Saudi_Arabia,Syria,Syria,5,4,FIFA World Cup qualification,Jeddah,Saudi Arabia,1989,9,3,1,-1,1,9,winner,loser,638,4,0,0,0.65928151,0.625065621
29/03/1986,29,Bahrain,Bahrain,Qatar,Qatar,0,0,Gulf Cup,Riffa,Bahrain,1986,6,3,0,0,0,0,draw,draw,525,4,0,1,0.56933057,0.928973052
30/03/2005,30,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia,0,0,FIFA World Cup qualification,Kuwait City,Kuwait,2005,5,3,0,0,0,0,draw,draw,1234,6,0,0,0.00643344,0.684211063
05/12/2005,5,Iraq,Iraq,Saudi Arabia,Saudi_Arabia,5,1,Friendly,Rayyan,Qatar,2005,5,12,4,-4,4,6,winner,loser,1259,6,0,0,0.1648604,0.899991187
01/04/1986,1,Kuwait,Kuwait,Qatar,Qatar,2,1,Gulf Cup,Riffa,Bahrain,1986,6,4,1,-1,1,3,winner,loser,528,4,0,1,0.09345842,0.862489032
02/04/1986,2,Bahrain,Bahrain,Oman,Oman,0,0,Gulf Cup,Riffa,Bahrain,1986,6,4,0,0,0,0,draw,draw,529,4,0,1,0.92123642,0.798420353
05/04/1989,5,Saudi Arabia,Saudi_Arabia,Yemen,Yemen,1,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,1989,9,4,1,-1,1,1,winner,loser,645,4,0,1,0.78073599,0.111632613
03/04/1986,3,Iraq,Iraq,Kuwait,Kuwait,1,2,Gulf Cup,Riffa,Bahrain,1986,6,4,-1,1,1,3,loser,winner,531,4,0,0,0.38144151,0.761874863
08/12/2005,8,Iraq,Iraq,Saudi Arabia,Saudi_Arabia,2,0,Friendly,Doha,Qatar,2005,5,12,2,-2,2,2,winner,loser,1261,6,0,0,0.38617423,0.819125596
22/02/2006,22,Yemen,Yemen,Saudi Arabia,Saudi_Arabia,0,4,AFC Asian Cup qualification,Sana'a,Yemen,2006,6,2,-4,4,4,4,loser,winner,1277,6,1,0,0.33155405,0.16281587
06/04/1986,6,Oman,Oman,Iraq,Iraq,2,3,Gulf Cup,Riffa,Bahrain,1986,6,4,-1,1,1,5,loser,winner,534,4,1,0,0.35563948,0.027357377
07/04/1986,7,Bahrain,Bahrain,Kuwait,Kuwait,1,1,Gulf Cup,Riffa,Bahrain,1986,6,4,0,0,0,2,draw,draw,535,4,0,0,0.78519633,0.679398607
14/06/2006,14,Tunisia,Tunisia,Saudi Arabia,Saudi_Arabia,2,2,FIFA World Cup,Munich,Germany,2006,6,6,0,0,0,4,draw,draw,1283,6,1,0,0.97302801,0.298818344
12/08/1986,12,Bahrain,Bahrain,Oman,Oman,2,3,Friendly,Manama,Bahrain,1986,6,8,-1,1,1,5,loser,winner,537,4,0,1,0.87619948,0.473027525
14/08/1986,14,Bahrain,Bahrain,Oman,Oman,2,0,Friendly,Manama,Bahrain,1986,6,8,2,-2,2,2,winner,loser,538,4,0,1,0.28429497,0.642066059
24/08/1986,24,Oman,Oman,Bahrain,Bahrain,1,0,Friendly,Muscat,Oman,1986,6,8,1,-1,1,1,winner,loser,539,4,1,0,0.55370861,0.61399246
26/08/1986,26,Oman,Oman,Bahrain,Bahrain,1,2,Friendly,Muscat,Oman,1986,6,8,-1,1,1,3,loser,winner,540,4,1,0,0.52746107,0.151132091
16/02/1987,16,Kuwait,Kuwait,Algeria,Algeria,2,0,Friendly,Kuwait City,Kuwait,1987,7,2,2,-2,2,2,winner,loser,541,4,0,1,0.89227655,0.541382742
21/02/1987,21,Kuwait,Kuwait,Iraq,Iraq,2,0,Friendly,Kuwait City,Kuwait,1987,7,2,2,-2,2,2,winner,loser,542,4,0,0,0.98617401,0.360854509
06/11/1994,6,UAE,UAE,Saudi Arabia,Saudi_Arabia,1,1,Gulf Cup,Abu Dhabi,United Arab Emirates,1994,4,11,0,0,0,2,draw,draw,755,5,0,0,0.86372778,0.169714418
31/10/1992,31,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,1,1,AFC Asian Cup,Hiroshima,Japan,1992,2,10,0,0,0,2,draw,draw,696,5,0,1,0.59225273,0.989734531
27/03/1987,27,Algeria,Algeria,Tunisia,Tunisia,1,0,African Cup of Nations qualification,Algiers,Algeria,1987,7,3,1,-1,1,1,winner,loser,545,4,1,1,0.08252995,0.249885869
08/04/1987,8,Bahrain,Bahrain,Iraq,Iraq,1,3,Friendly,Manama,Bahrain,1987,7,4,-2,2,2,4,loser,winner,546,4,0,0,0.96665332,0.86208821
10/04/1987,10,Bahrain,Bahrain,Iraq,Iraq,1,2,Friendly,Manama,Bahrain,1987,7,4,-1,1,1,3,loser,winner,547,4,0,0,0.89163598,0.545492363
07/11/1987,7,Kuwait,Kuwait,Egypt,Egypt,0,2,Friendly,Kuwait City,Kuwait,1987,7,11,-2,2,2,2,loser,winner,548,4,0,1,0.46616345,0.985060907
11/12/1987,11,Algeria,Algeria,Tunisia,Tunisia,0,0,UAFA Cup,Algiers,Algeria,1987,7,12,0,0,0,0,draw,draw,549,4,1,1,0.59447903,0.537260526
13/12/1987,13,Mauritania,Mauritania,Tunisia,Tunisia,1,2,UAFA Cup,Algiers,Algeria,1987,7,12,-1,1,1,3,loser,winner,550,4,1,1,0.31741621,0.307876879
15/12/1987,15,Algeria,Algeria,Mauritania,Mauritania,3,0,UAFA Cup,Algiers,Algeria,1987,7,12,3,-3,3,3,winner,loser,551,4,1,1,0.95374506,0.978460143
01/07/2007,1,Oman,Oman,Saudi Arabia,Saudi_Arabia,1,1,Friendly,Singapore,Singapore,2007,7,7,0,0,0,2,draw,draw,1351,6,1,0,0.87790081,0.896777648
29/07/2007,29,Iraq,Iraq,Saudi Arabia,Saudi_Arabia,1,0,AFC Asian Cup,Jakarta,Indonesia,2007,7,7,1,-1,1,1,winner,loser,1355,6,0,0,0.71777403,0.874073539
27/10/1996,27,UAE,UAE,Saudi Arabia,Saudi_Arabia,2,2,Gulf Cup,Muscat,Oman,1996,6,10,0,0,0,4,draw,draw,819,5,0,0,0.53057626,0.259436912
28/11/1992,28,Saudi Arabia,Saudi_Arabia,Bahrain,Bahrain,1,2,Gulf Cup,Doha,Qatar,1992,2,11,-1,1,1,3,loser,winner,703,5,0,0,0.09608001,0.003394278
25/02/1988,25,Djibouti,Djibouti,Yemen,Yemen,4,1,Friendly,Djibouti,Djibouti,1988,8,2,3,-3,3,5,winner,loser,556,4,0,1,0.30544996,0.778243581
25/02/1988,25,Iraq,Iraq,Tunisia,Tunisia,2,0,Friendly,Baghdad,Iraq,1988,8,2,2,-2,2,2,winner,loser,557,4,0,1,0.34364601,0.565657645
21/12/1996,21,UAE,UAE,Saudi Arabia,Saudi_Arabia,0,0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,1996,6,12,0,0,0,0,draw,draw,830,5,0,0,0.14502117,0.276433485
18/05/1993,18,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait,2,0,FIFA World Cup qualification,Ta'if,Saudi Arabia,1993,3,5,2,-2,2,2,winner,loser,727,5,0,0,0.61225182,0.303732334
03/03/1988,3,Qatar,Qatar,Kuwait,Kuwait,1,1,Gulf Cup,Riyadh,Saudi Arabia,1988,8,3,0,0,0,2,draw,draw,560,4,1,0,0.31291866,0.936745942
25/06/1994,25,Saudi Arabia,Saudi_Arabia,Morocco,Morocco,2,1,FIFA World Cup,East Rutherford,United States,1994,4,6,1,-1,1,3,winner,loser,746,5,0,0,0.96010067,0.384901772
04/03/1988,4,Iraq,Iraq,Oman,Oman,1,1,Gulf Cup,Riyadh,Saudi Arabia,1988,8,3,0,0,0,2,draw,draw,562,4,0,1,0.22537455,0.093538541
23/12/2008,23,Bahrain,Bahrain,Saudi Arabia,Saudi_Arabia,1,0,Friendly,Manama,Bahrain,2008,8,12,1,-1,1,1,winner,loser,1416,6,0,0,0.29790152,0.027930202
10/11/1994,10,Saudi Arabia,Saudi_Arabia,Bahrain,Bahrain,3,1,Gulf Cup,Abu Dhabi,United Arab Emirates,1994,4,11,2,-2,2,4,winner,loser,760,5,0,0,0.97210005,0.92726063
07/03/1988,7,Oman,Oman,Bahrain,Bahrain,0,2,Gulf Cup,Riyadh,Saudi Arabia,1988,8,3,-2,2,2,2,loser,winner,565,4,1,0,0.75598693,0.768950244
08/03/1988,8,Iraq,Iraq,Kuwait,Kuwait,1,0,Gulf Cup,Riyadh,Saudi Arabia,1988,8,3,1,-1,1,1,winner,loser,566,4,0,0,0.74348523,0.311000506
14/01/2009,14,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia,0,1,Gulf Cup,Muscat,Oman,2009,9,1,-1,1,1,1,loser,winner,1435,6,0,0,0.35175794,0.906747445
28/01/1996,28,Saudi Arabia,Saudi_Arabia,Yemen,Yemen,4,0,AFC Asian Cup qualification,Riyadh,Saudi Arabia,1996,6,1,4,-4,4,4,winner,loser,785,5,0,1,0.25713247,0.226613702
10/03/1988,10,Oman,Oman,Qatar,Qatar,2,1,Gulf Cup,Riyadh,Saudi Arabia,1988,8,3,1,-1,1,3,winner,loser,569,4,1,1,0.27690196,0.010654605
04/02/1996,4,Saudi Arabia,Saudi_Arabia,Yemen,Yemen,1,0,AFC Asian Cup qualification,Riyadh,Saudi Arabia,1996,6,2,1,-1,1,1,winner,loser,786,5,0,1,0.70299395,0.687518197
12/03/1988,12,Kuwait,Kuwait,Bahrain,Bahrain,0,1,Gulf Cup,Riyadh,Saudi Arabia,1988,8,3,-1,1,1,1,loser,winner,571,4,0,0,0.90678333,0.548340771
13/03/1988,13,Qatar,Qatar,Iraq,Iraq,0,3,Gulf Cup,Riyadh,Saudi Arabia,1988,8,3,-3,3,3,3,loser,winner,572,4,1,0,0.32642556,0.539316171
21/10/1996,21,Saudi Arabia,Saudi_Arabia,Bahrain,Bahrain,3,1,Gulf Cup,Muscat,Oman,1996,6,10,2,-2,2,4,winner,loser,814,5,0,0,0.70981311,0.448401874
14/03/1988,14,Oman,Oman,Kuwait,Kuwait,0,2,Gulf Cup,Riyadh,Saudi Arabia,1988,8,3,-2,2,2,2,loser,winner,574,4,1,0,0.34453921,0.941982233
16/03/1988,16,Bahrain,Bahrain,Qatar,Qatar,1,0,Gulf Cup,Riyadh,Saudi Arabia,1988,8,3,1,-1,1,1,winner,loser,575,4,0,1,0.05392398,0.685194225
16/03/1988,16,Morocco,Morocco,Algeria,Algeria,1,0,African Cup of Nations,Casablanca,Morocco,1988,8,3,1,-1,1,1,winner,loser,576,4,0,1,0.75654439,0.306543102
16/11/1996,16,Saudi Arabia,Saudi_Arabia,Syria,Syria,3,1,Friendly,Jeddah,Saudi Arabia,1996,6,11,2,-2,2,4,winner,loser,822,5,0,0,0.38830314,0.026734447
08/12/1996,8,Saudi Arabia,Saudi_Arabia,Iraq,Iraq,1,0,AFC Asian Cup,Dubai,United Arab Emirates,1996,6,12,1,-1,1,1,winner,loser,827,5,0,0,0.63494289,0.645547504
18/03/1988,18,Bahrain,Bahrain,Iraq,Iraq,0,1,Gulf Cup,Riyadh,Saudi Arabia,1988,8,3,-1,1,1,1,loser,winner,579,4,0,0,0.19721265,0.664485789
02/03/1997,2,Saudi Arabia,Saudi_Arabia,Syria,Syria,3,0,Friendly,Riyadh,Saudi Arabia,1997,7,3,3,-3,3,3,winner,loser,839,5,0,0,0.78965103,0.578327966
26/03/1988,26,Morocco,Morocco,Algeria,Algeria,1,1,African Cup of Nations,Casablanca,Morocco,1988,8,3,0,0,0,2,draw,draw,581,4,0,1,0.74616549,0.859153121
12/04/1988,12,Kuwait,Kuwait,Jordan,Jordan,0,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,1988,8,4,0,0,0,0,draw,draw,582,4,0,1,0.30448472,0.59635815
22/06/1988,22,Bahrain,Bahrain,Yemen,Yemen,2,0,AFC Asian Cup qualification,Jakarta,Indonesia,1988,8,6,2,-2,2,2,winner,loser,583,4,0,1,0.42370704,0.203067569
08/07/1988,8,Algeria,Algeria,Syria,Syria,1,1,UAFA Cup,Amman,Jordan,1988,8,7,0,0,0,2,draw,draw,584,4,1,0,0.59406371,0.530621076
08/07/1988,8,Jordan,Jordan,Bahrain,Bahrain,0,0,UAFA Cup,Amman,Jordan,1988,8,7,0,0,0,0,draw,draw,585,4,1,0,0.78514358,0.770038492
17/01/2009,17,Oman,Oman,Saudi Arabia,Saudi_Arabia,0,0,Gulf Cup,Muscat,Oman,2009,9,1,0,0,0,0,draw,draw,1437,6,1,0,0.07781323,0.288456801
09/07/1988,9,Iraq,Iraq,Tunisia,Tunisia,1,1,UAFA Cup,Amman,Jordan,1988,8,7,0,0,0,2,draw,draw,587,4,0,1,0.52368272,0.331446321
10/07/1988,10,Algeria,Algeria,Bahrain,Bahrain,0,0,UAFA Cup,Amman,Jordan,1988,8,7,0,0,0,0,draw,draw,588,4,1,0,0.57371864,0.236036017
10/07/1988,10,Jordan,Jordan,Kuwait,Kuwait,0,1,UAFA Cup,Amman,Jordan,1988,8,7,-1,1,1,1,loser,winner,589,4,1,0,0.21373513,0.830699773
11/07/1988,11,Iraq,Iraq,Lebanon,Lebanon,0,0,UAFA Cup,Amman,Jordan,1988,8,7,0,0,0,0,draw,draw,590,4,0,1,0.76281717,0.12174925
14/09/1997,14,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait,2,1,FIFA World Cup qualification,Ta'if,Saudi Arabia,1997,7,9,1,-1,1,3,winner,loser,858,5,0,0,0.3991498,0.022174216
12/07/1988,12,Algeria,Algeria,Kuwait,Kuwait,1,0,UAFA Cup,Amman,Jordan,1988,8,7,1,-1,1,1,winner,loser,592,4,1,0,0.34659121,0.926362899
12/07/1988,12,Bahrain,Bahrain,Syria,Syria,1,2,UAFA Cup,Amman,Jordan,1988,8,7,-1,1,1,3,loser,winner,593,4,0,0,0.09259231,0.811397214
13/07/1988,13,Egypt,Egypt,Tunisia,Tunisia,1,0,UAFA Cup,Amman,Jordan,1988,8,7,1,-1,1,1,winner,loser,594,4,1,1,0.32063393,0.917059561
26/05/2009,26,Qatar,Qatar,Saudi Arabia,Saudi_Arabia,2,1,Friendly,Doha,Qatar,2009,9,5,1,-1,1,3,winner,loser,1446,6,1,0,0.51359151,0.537179238
14/07/1988,14,Jordan,Jordan,Algeria,Algeria,2,1,UAFA Cup,Amman,Jordan,1988,8,7,1,-1,1,3,winner,loser,596,4,1,1,0.70299504,0.404212205
14/07/1988,14,Kuwait,Kuwait,Syria,Syria,0,1,UAFA Cup,Amman,Jordan,1988,8,7,-1,1,1,1,loser,winner,597,4,0,0,0.02818393,0.689035267
15/07/1988,15,Egypt,Egypt,Lebanon,Lebanon,3,0,UAFA Cup,Amman,Jordan,1988,8,7,3,-3,3,3,winner,loser,598,4,1,1,0.62076434,0.885971705
12/08/2009,12,Oman,Oman,Saudi Arabia,Saudi_Arabia,2,1,Friendly,Salalah,Oman,2009,9,8,1,-1,1,3,winner,loser,1453,6,1,0,0.43308497,0.440965739
16/07/1988,16,Bahrain,Bahrain,Kuwait,Kuwait,1,1,UAFA Cup,Amman,Jordan,1988,8,7,0,0,0,2,draw,draw,600,4,0,0,0.68889158,0.542003608
16/07/1988,16,Jordan,Jordan,Syria,Syria,2,0,UAFA Cup,Amman,Jordan,1988,8,7,2,-2,2,2,winner,loser,601,4,1,0,0.50605249,0.666697256
17/07/1988,17,Egypt,Egypt,Iraq,Iraq,0,0,UAFA Cup,Amman,Jordan,1988,8,7,0,0,0,0,draw,draw,602,4,1,0,0.85904025,0.95455647
17/07/1988,17,Lebanon,Lebanon,Tunisia,Tunisia,1,1,UAFA Cup,Amman,Jordan,1988,8,7,0,0,0,2,draw,draw,603,4,1,1,0.13012238,0.297048157
19/07/1988,19,Egypt,Egypt,Syria,Syria,0,0,UAFA Cup,Amman,Jordan,1988,8,7,0,0,0,0,draw,draw,604,4,1,0,0.45876968,0.616529927
19/07/1988,19,Jordan,Jordan,Iraq,Iraq,0,3,UAFA Cup,Amman,Jordan,1988,8,7,-3,3,3,3,loser,winner,605,4,1,0,0.1428988,0.14669895
21/07/1988,21,Iraq,Iraq,Syria,Syria,1,1,UAFA Cup,Amman,Jordan,1988,8,7,0,0,0,2,draw,draw,606,4,0,0,0.94143337,0.732955901
21/07/1988,21,Jordan,Jordan,Egypt,Egypt,0,2,UAFA Cup,Amman,Jordan,1988,8,7,-2,2,2,2,loser,winner,607,4,1,1,0.87531978,0.045108436
11/10/1997,11,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,1,0,FIFA World Cup qualification,Ta'if,Saudi Arabia,1997,7,10,1,-1,1,1,winner,loser,862,5,0,1,0.9716854,0.894889031
16/11/1988,16,Kuwait,Kuwait,Egypt,Egypt,2,2,Friendly,Kuwait City,Kuwait,1988,8,11,0,0,0,4,draw,draw,609,4,0,1,0.26996644,0.970694332
14/09/1998,14,Saudi Arabia,Saudi_Arabia,Sudan,Sudan,2,1,Friendly,Dammam,Saudi Arabia,1998,8,9,1,-1,1,3,winner,loser,881,5,0,1,0.36241995,0.546787659
27/09/1998,27,Saudi Arabia,Saudi_Arabia,Lebanon,Lebanon,4,1,UAFA Cup,Doha,Qatar,1998,8,9,3,-3,3,5,winner,loser,890,5,0,1,0.77822665,0.784856391
29/09/1998,29,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait,2,1,UAFA Cup,Doha,Qatar,1998,8,9,1,-1,1,3,winner,loser,893,5,0,0,0.92439788,0.915826982
05/09/2009,5,Bahrain,Bahrain,Saudi Arabia,Saudi_Arabia,0,0,FIFA World Cup qualification,Riffa,Bahrain,2009,9,9,0,0,0,0,draw,draw,1455,6,0,0,0.2258493,0.921596357
08/08/2001,8,UAE,UAE,Saudi Arabia,Saudi_Arabia,0,1,Friendly,Doha,Qatar,2001,1,8,-1,1,1,1,loser,winner,1018,6,0,0,0.97946407,0.897747834
03/12/1988,3,Kuwait,Kuwait,Bahrain,Bahrain,0,0,AFC Asian Cup,Doha,Qatar,1988,8,12,0,0,0,0,draw,draw,615,4,0,0,0.81897931,0.127958595
14/10/2009,14,Tunisia,Tunisia,Saudi Arabia,Saudi_Arabia,0,1,Friendly,Radès,Tunisia,2009,9,10,-1,1,1,1,loser,winner,1461,6,1,0,0.45918627,0.673663277
18/06/1999,18,Saudi Arabia,Saudi_Arabia,Jordan,Jordan,2,1,Friendly,Riyadh,Saudi Arabia,1999,9,6,1,-1,1,3,winner,loser,920,5,0,1,0.84985761,0.231613552
06/12/1988,6,Morocco,Morocco,Egypt,Egypt,0,0,Friendly,Casablanca,Morocco,1988,8,12,0,0,0,0,draw,draw,618,4,0,1,0.00469383,0.193383848
08/12/1988,8,Syria,Syria,Kuwait,Kuwait,1,0,AFC Asian Cup,Doha,Qatar,1988,8,12,1,-1,1,1,winner,loser,619,4,0,0,0.33504766,0.135109992
22/06/1999,22,Saudi Arabia,Saudi_Arabia,Jordan,Jordan,2,0,Friendly,Riyadh,Saudi Arabia,1999,9,6,2,-2,2,2,winner,loser,921,5,0,1,0.85450803,0.055458837
11/12/1988,11,Bahrain,Bahrain,Syria,Syria,0,1,AFC Asian Cup,Doha,Qatar,1988,8,12,-1,1,1,1,loser,winner,621,4,0,0,0.25193599,0.057367414
06/01/1989,6,Oman,Oman,Iraq,Iraq,1,1,FIFA World Cup qualification,Muscat,Oman,1989,9,1,0,0,0,2,draw,draw,622,4,1,0,0.36180698,0.231636915
06/01/1989,6,Qatar,Qatar,Jordan,Jordan,1,0,FIFA World Cup qualification,Doha,Qatar,1989,9,1,1,-1,1,1,winner,loser,623,4,1,1,0.88398133,0.786904029
13/01/1989,13,Jordan,Jordan,Iraq,Iraq,0,1,FIFA World Cup qualification,Amman,Jordan,1989,9,1,-1,1,1,1,loser,winner,624,4,1,0,0.96332438,0.148397988
22/11/2010,22,Yemen,Yemen,Saudi Arabia,Saudi_Arabia,0,4,Gulf Cup,Aden,Yemen,2010,0,11,-4,4,4,4,loser,winner,1501,7,1,0,0.34524037,0.874005531
13/01/1989,13,Oman,Oman,Qatar,Qatar,0,0,FIFA World Cup qualification,Muscat,Oman,1989,9,1,0,0,0,0,draw,draw,626,4,1,1,0.80934447,0.758331083
20/01/1989,20,Jordan,Jordan,Oman,Oman,2,0,FIFA World Cup qualification,Amman,Jordan,1989,9,1,2,-2,2,2,winner,loser,627,4,1,1,0.89561959,0.284529332
20/01/1989,20,Qatar,Qatar,Iraq,Iraq,1,0,FIFA World Cup qualification,Doha,Qatar,1989,9,1,1,-1,1,1,winner,loser,628,4,1,0,0.28199828,0.914110234
22/01/1989,22,Tunisia,Tunisia,Morocco,Morocco,2,1,FIFA World Cup qualification,Tunis,Tunisia,1989,9,1,1,-1,1,3,winner,loser,629,4,1,0,0.09169942,0.769871883
27/01/1989,27,Iraq,Iraq,Oman,Oman,3,1,FIFA World Cup qualification,Baghdad,Iraq,1989,9,1,2,-2,2,4,winner,loser,630,4,0,1,0.17683097,0.249643236
27/01/1989,27,Jordan,Jordan,Qatar,Qatar,1,1,FIFA World Cup qualification,Amman,Jordan,1989,9,1,0,0,0,2,draw,draw,631,4,1,1,0.34679942,0.08571061
03/02/1989,3,Iraq,Iraq,Jordan,Jordan,4,0,FIFA World Cup qualification,Baghdad,Iraq,1989,9,2,4,-4,4,4,winner,loser,632,4,0,1,0.79911549,0.034258764
03/02/1989,3,Qatar,Qatar,Oman,Oman,3,0,FIFA World Cup qualification,Doha,Qatar,1989,9,2,3,-3,3,3,winner,loser,633,4,1,1,0.99192038,0.303181053
24/09/2000,24,Saudi Arabia,Saudi_Arabia,Syria,Syria,2,1,Friendly,Abha,Saudi Arabia,2000,0,9,1,-1,1,3,winner,loser,970,6,0,0,0.83466492,0.315407043
10/02/1989,10,Iraq,Iraq,Qatar,Qatar,2,2,FIFA World Cup qualification,Baghdad,Iraq,1989,9,2,0,0,0,4,draw,draw,635,4,0,1,0.86220371,0.288261436
10/02/1989,10,Oman,Oman,Jordan,Jordan,0,2,FIFA World Cup qualification,Muscat,Oman,1989,9,2,-2,2,2,2,loser,winner,636,4,1,1,0.02475895,0.670305254
10/03/1989,10,Yemen,Yemen,Syria,Syria,0,1,FIFA World Cup qualification,Sana'a,Yemen AR,1989,9,3,-1,1,1,1,loser,winner,637,4,1,0,0.18804372,0.83713043
26/09/2000,26,Saudi Arabia,Saudi_Arabia,Syria,Syria,3,0,Friendly,Abha,Saudi Arabia,2000,0,9,3,-3,3,3,winner,loser,971,6,0,0,0.26604342,0.355102169
15/03/1989,15,Tunisia,Tunisia,Egypt,Egypt,0,0,Friendly,Tunis,Tunisia,1989,9,3,0,0,0,0,draw,draw,639,4,1,1,0.2506277,0.421256088
28/11/2010,28,Qatar,Qatar,Saudi Arabia,Saudi_Arabia,1,1,Gulf Cup,Aden,Yemen,2010,0,11,0,0,0,2,draw,draw,1508,7,1,0,0.23886425,0.520386247
22/03/1989,22,Algeria,Algeria,Morocco,Morocco,1,1,Friendly,Bejaia,Algeria,1989,9,3,0,0,0,2,draw,draw,641,4,1,0,0.37515846,0.541524504
25/03/1989,25,Syria,Syria,Yemen,Yemen,2,0,FIFA World Cup qualification,Latakia,Syria,1989,9,3,2,-2,2,2,winner,loser,642,4,0,1,0.28221352,0.677601252
26/12/2003,26,UAE,UAE,Saudi Arabia,Saudi_Arabia,0,2,Gulf Cup,Kuwait City,Kuwait,2003,3,12,-2,2,2,2,loser,winner,1133,6,0,0,0.90137514,0.978940735
04/04/1989,4,Algeria,Algeria,Tunisia,Tunisia,2,0,Friendly,Algiers,Algeria,1989,9,4,2,-2,2,2,winner,loser,644,4,1,1,0.33473173,0.355877736
05/12/2010,5,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia,1,0,Gulf Cup,Aden,Yemen,2010,0,12,1,-1,1,1,winner,loser,1514,7,0,0,0.01882442,0.862685649
24/05/1989,24,Morocco,Morocco,Algeria,Algeria,1,0,Friendly,Rabat,Morocco,1989,9,5,1,-1,1,1,winner,loser,646,4,0,1,0.47307184,0.680116347
26/07/1989,26,Algeria,Algeria,Qatar,Qatar,1,1,Friendly,Tlemcen,Algeria,1989,9,7,0,0,0,2,draw,draw,647,4,1,1,0.48850595,0.674310376
13/08/1989,13,Morocco,Morocco,Tunisia,Tunisia,0,0,FIFA World Cup qualification,Casablanca,Morocco,1989,9,8,0,0,0,0,draw,draw,648,4,0,1,0.81686518,0.283167651
22/09/1989,22,Kuwait,Kuwait,Qatar,Qatar,1,0,Friendly,Kuwait City,Kuwait,1989,9,9,1,-1,1,1,winner,loser,649,4,0,1,0.49086884,0.427418484
25/09/1989,25,Kuwait,Kuwait,Egypt,Egypt,0,0,Friendly,Kuwait City,Kuwait,1989,9,9,0,0,0,0,draw,draw,650,4,0,1,0.36383855,0.109743104
08/10/1989,8,Algeria,Algeria,Egypt,Egypt,0,0,FIFA World Cup qualification,Constantine,Algeria,1989,9,10,0,0,0,0,draw,draw,651,4,1,1,0.98178545,0.800852238
15/10/1989,15,Iraq,Iraq,Kuwait,Kuwait,1,0,Friendly,Baghdad,Iraq,1989,9,10,1,-1,1,1,winner,loser,652,4,0,0,0.13027005,0.705808965
13/01/2011,13,Jordan,Jordan,Saudi Arabia,Saudi_Arabia,1,0,AFC Asian Cup,Rayyan,Qatar,2011,1,1,1,-1,1,1,winner,loser,1522,7,1,0,0.82316036,0.319048529
17/10/2000,17,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,0,0,AFC Asian Cup,Sidon,Lebanon,2000,0,10,0,0,0,0,draw,draw,978,6,0,1,0.86585904,0.94957309
30/01/2001,30,Saudi Arabia,Saudi_Arabia,Syria,Syria,1,0,Friendly,Dammam,Saudi Arabia,2001,1,1,1,-1,1,1,winner,loser,991,6,0,0,0.0078038,0.209466552
30/10/1989,30,Kuwait,Kuwait,Lebanon,Lebanon,5,0,Friendly,Kuwait City,Kuwait,1989,9,10,5,-5,5,5,winner,loser,656,4,0,1,0.63622368,0.586644847
01/11/1989,1,Tunisia,Tunisia,Algeria,Algeria,0,0,Friendly,Tunis,Tunisia,1989,9,11,0,0,0,0,draw,draw,657,4,1,1,0.34658481,0.596950068
03/11/1989,3,Iraq,Iraq,Yemen,Yemen,6,2,Friendly,Kuwait City,Kuwait,1989,9,11,4,-4,4,8,winner,loser,658,4,0,1,0.62482942,0.657015511
03/11/1989,3,Qatar,Qatar,Egypt,Egypt,0,2,Friendly,Doha,Qatar,1989,9,11,-2,2,2,2,loser,winner,659,4,1,1,0.78752783,0.294462719
08/11/1989,8,Kuwait,Kuwait,Iraq,Iraq,1,2,Friendly,Kuwait City,Kuwait,1989,9,11,-1,1,1,3,loser,winner,660,4,0,0,0.45069261,0.655963373
17/11/1989,17,Egypt,Egypt,Algeria,Algeria,1,0,FIFA World Cup qualification,Cairo,Egypt,1989,9,11,1,-1,1,1,winner,loser,661,4,1,1,0.20180291,0.704345331
05/08/2001,5,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,1,2,Friendly,Riyadh,Saudi Arabia,2001,1,8,-1,1,1,3,loser,winner,1017,6,0,1,0.22989155,0.980977137
